City,State,Date_started,Date_ended,Size,Lat,Long,Local_coverage_link,Notes
Lufkin,TX,,,,31.301706,-94.641414,https://www.ktre.com/2020/05/31/webxtra-protesters-demonstrate-front-lufkin-city-hall-remember-george-floyd/,
Marfa,TX,,,,30.351902,-104.018475,https://bigbendsentinel.com/2020/06/03/marfa-vigil-commemorates-loss-of-black-lives/,unclear
Midland,TX,,,,31.992384,-102.081464,https://marfapublicradio.org/blog/already-terrified-by-a-local-arrest-video-midlanders-rally-as-national-protests-of-police-brutality-continue/,
Odessa,TX,,,,31.765163,-102.354346,https://www.oaoa.com/news/article_5936b8a6-a3c2-11ea-b794-a76b8cd7d00b.html,
Paris,TX,,,,33.655162,-95.605194,http://theparisnews.com/free/video_85fbf2c2-a66d-11ea-830e-0f258826dd72.html,
San Antonio,TX,,,,29.468413,-98.528889,https://www.expressnews.com/news/local/article/live-travis-park-demonstration-george-floyd-15305539.php,
Stephenville,TX,,,,32.321348,-98.108828,https://www.yourstephenvilletx.com/photogallery/TX/20200602/PHOTOGALLERY/602009997/PH/1,
Texarkana,TX,,,,33.411321,-94.177354,https://www.texarkanagazette.com/news/texarkana/story/2020/may/30/residents-rally-state-line-post-office-protest-george-floyd-death/829168/,small
The Woodlands,TX,,,,30.194985,-95.548211,https://www.woodlandsonline.com/blps/article.cfm?page=8142,
Tyler,TX,,,,32.321937,-95.302223,https://tylerpaper.com/news/local/hundreds-peacefully-gather-in-downtown-tyler-for-third-day-of-protests/article_6aad7582-a441-11ea-80c1-c71fa632391f.html,
Waco,TX,,,,31.552011,-97.1382,https://www.wacotrib.com/news/local/watch-now-waco-protests-george-floyds-death-and-police-brutality-may-31-2020/video_31ccea37-c0eb-5c2f-8967-7588b956e626.html,
Wichita Falls,TX,,,,33.905544,-98.479881,https://www.timesrecordnews.com/story/news/local/2020/06/01/hundreds-protesters-hold-protest-downtown-wichita-falls/5312809002/,
Wimberley,TX,,,,30.012441,-98.031713,https://www.kxan.com/news/local/hays/amid-violent-rallies-two-wimberley-teens-organize-peaceful-protest/,
Cedar City,UT,,,,37.590013,-113.187631,https://www.stgeorgeutah.com/news/archive/2020/05/31/jmr-more-than-100-march-in-cedar-city-to-protest-george-floyds-death/#.XtZxRRNKh24,
Logan,UT,,,,41.717722,-111.836493,https://www.hjnews.com/news/local/dozens-in-logan-protest-police-brutality-lcpd-donates-pizza-drinks/article_96a42eeb-c0a3-5af4-bb6a-b9b2b670e8ca.html,tiny
Ogden,UT,,,,41.244261,-112.007924,https://www.standard.net/news/local/ogdens-take-a-knee-one-of-the-citys-largest-ever-protests-held-peacefully-on-saturday/article_71522a0d-1c1d-51e2-89ef-633c07749f1d.html,
Provo,UT,,,,40.235053,-111.695558,https://universe.byu.edu/2020/05/30/provo-demonstrators-protest-in-wake-of-george-floyds-death/,
Salt Lake City,UT,,,major,40.756095,-111.900719,https://www.sltrib.com/news/2020/06/01/salt-lake-city-police/,
St. George,UT,,,,37.185679,-113.609837,https://www.thespectrum.com/story/news/2020/05/30/st-george-utah-george-floyd-protests-black-lives-matter/5291523002/,small
Alexandria,VA,,,,38.819853,-77.059645,https://alexandrialivingmagazine.com/vigil-to-endwhitesilence-alexandria-va/,small
Blacksburg,VA,,,,37.256283,-80.43473,https://www.roanoke.com/gallery/photos-nearly-300-march-in-peaceful-blacksburg-protest/collection_421319a6-8d14-54a8-a067-a1bc98d45f00.html#2,
Charlottesville,VA,,,,38.026588,-78.48045,https://www.dailyprogress.com/news/local/marchers-decry-brutality-call-for-equality-during-charlottesville-protest/article_03926f5d-bab3-5d24-adc1-33d10b1673e5.html,
Falls Church,VA,,,,38.884177,-77.171752,https://www.tysonsreporter.com/2020/06/04/hundreds-join-student-led-black-lives-matter-march-in-falls-church/,
Fredericksburg,VA,,,,38.295135,-77.483689,https://www.fredericksburg.com/news/local/agitators-mar-peaceful-protests-in-fredericksburg-leading-to-arrests/article_730559bb-b41c-54fa-ab83-3d0407212295.html,
Gainesville,VA,,,,38.815714,-77.621613,https://www.princewilliamtimes.com/news/photos-hundreds-gather-in-gainesville-for-march-that-spills-onto-roadways-blocking-traffic-monday-night/collection_79ff24d6-a47d-11ea-9b03-07d3b0948e95.html,
Grottoes,VA,,,,38.272465,-78.805841,https://www.newsleader.com/story/news/2020/06/04/grottoes-gathering-peace-and-justice-black-lives-matter-george-floyd-virginia/3148085001/,small
Hampton Roads,VA,,,,37.072658,-76.38992,https://www.pilotonline.com/news/vp-nw-protest-hampton-roads-george-floyd-20200601-7i6pgrs25jek3evkcavppkskce-story.html,
Harrisonburg,VA,,,,38.422777,-78.877137,https://www.whsv.com/content/news/Harrisonburg-protesters-hold-silent-march--570932801.html,
Leesburg,VA,,,,39.041987,-77.605404,https://loudounnow.com/2020/05/31/i-cant-breathe-protest-packs-downtown-leesburg/,
Lynchburg,VA,,,,37.359607,-79.141653,https://www.newsadvance.com/news/local/protests-prompted-in-part-by-social-media-posts-turn-violent-in-lynchburg/article_80904163-09d5-58e7-9616-35af43462849.html,
Manassas,VA,,,,38.744685,-77.487162,https://www.princewilliamtimes.com/news/photos-more-than-200-stage-black-lives-matter-protest-in-manassas-monday-afternoon/collection_50a3a0d4-a46a-11ea-a979-b7730b668210.html,
Norfolk,VA,,,,36.895911,-76.208521,https://www.pilotonline.com/news/vp-nw-norfolk-protest-20200530-jnjgcocjqnd6jb3lihgryxmoru-story.html,
Richmond,VA,,,,37.524246,-77.493157,https://www.richmond.com/news/local/watch-now-videos-of-protests-rallies-and-marches-around-richmond-on-monday/collection_84991d06-a465-11ea-a077-174db3f22830.html,
Roanoke,VA,,,,37.274175,-79.95786,https://www.roanoke.com/news/local/watch-now-demonstrators-rally-march-in-roanoke-following-george-floyds-death/article_000415c6-f4a6-59e7-803f-20a7b3049733.html#2,
Round Hill,VA,,,,39.116425,-77.780216,https://www.loudountimes.com/news/several-hundred-people-turn-out-in-round-hill-for-peaceful-protest-vigil/article_b86c9bd2-a675-11ea-9865-d73b85183465.html,
Staunton,VA,,,,38.157368,-79.065116,https://www.newsleader.com/story/news/2020/05/30/staunton-protesters-hold-justice-george-floyd-rally/5296169002/,
Vienna,VA,,,,38.897361,-77.253749,https://patch.com/virginia/vienna/peaceful-racial-justice-protests-planned-vienna,
Virginia Beach,VA,,,,36.844004,-76.12036,https://www.pilotonline.com/cities/virginia-beach/vp-nw-oceanfront-witnesses-20200601-lapmgybenrburgsc27gfnjdp6m-story.html,
Winchester,VA,,,,39.169668,-78.16856,https://www.winchesterstar.com/winchester_star/protesters-fill-the-streets-of-downtown-winchester/article_fdae9221-5a72-5fa6-bfe5-fc14f9e28937.html,
Ashland,VA,,,,37.754912,-77.480128,https://www.wric.com/news/local-news/hanover-county/ashland-residents-police-unite-for-peaceful-march-against-injustice/,unclear
Chesterfield,VA,,,,37.392683,-77.605362,https://www.nbc12.com/2020/06/03/group-marches-peacefully-chesterfield-equal-justice/,
Goochland,VA,,,,37.725416,-77.995,https://www.richmond.com/news/local/update-marchers-temporarily-block-eastbound-broad-street-in-short-pump/article_aeeed92c-f0c0-5725-bfb4-72bd61330427.html,
St. Croix,VI,,,,17.7246,-64.8348,https://stjohnsource.com/2020/06/05/st-croix-motorcade-honors-life-of-george-floyd/,small
Brattleboro,VT,,,,42.884281,-72.760753,"https://www.reformer.com/stories/police-brutality-condemned-in-large-downtown-protest,605909",
Burlington,VT,,,,44.476622,-73.209998,https://www.burlingtonfreepress.com/story/news/2020/05/30/george-floyd-burlington-vermont-protest-black-lives-matter/5291271002/,
Middlebury,VT,,,,43.991942,-73.171578,https://middleburycampus.com/51388/local/community-gathers-for-vigil-for-george-floyds-death/,
Montpelier,VT,,,,44.19906,-72.559638,https://vtdigger.org/2020/05/30/hundreds-protest-in-burlington-and-montpelier-after-death-of-george-floyd/,
Rutland,VT,,,,43.630346,-72.93586,https://vtdigger.org/2020/06/02/rutland-residents-gather-for-vigil-to-honor-george-floyd/,
Bellevue,WA,,,,47.615471,-122.207221,https://www.kiro7.com/news/local/demonstrators-gather-protest-bellevue/3CVFXFH3ZFA65GQSEHNWGESSKA/,
Bothell,WA,,,,47.750689,-122.214376,https://mynorthwest.com/1906245/live-updates-seattle-bellevue-protests/,tiny
Bremerton,WA,,,,47.606478,-122.634712,https://www.kitsapsun.com/story/news/2020/06/01/man-behind-mural-george-floyd-list-black-men-killed-hits-very-hard/5312220002/,
Centralia,WA,,,,46.713822,-123.01046,http://www.chronline.com/news/centralia-george-floyd-protest-i-m-here-because-i-feel-like-i-m-protesting-for/article_1978efba-a389-11ea-a799-9f380cf12d72.html,small
Chehalis,WA,,,,46.615653,-123.024845,http://www.chronline.com/news/photos-community-members-gather-at-lewis-county-courthouse-to-honor-life-of-george-floyd/article_630bdcf0-a4d8-11ea-b737-4b47ff6a7116.html,
Ellensburg,WA,,,,47.028084,-120.48998,https://www.dailyrecordnews.com/news/hundreds-gather-in-ellensburg-to-speak-out-against-injustice-inequality/article_2145205a-5f0d-52b8-aade-a83e75c39c13.html,
Friday Harbor,WA,,,,48.538181,-123.068323,https://sanjuanislander.com/news-articles/people/31205/peaceful-protest-in-friday-harbor,
Longview,WA,,,,46.181872,-123.057597,https://tdn.com/news/local/longview-demonstrators-peacefully-protest-death-of-george-floyd/article_d14931c3-bcdf-508e-876a-20ac83c60f98.html,small
Lynnwood,WA,,,,47.804869,-122.285481,https://lynnwoodtoday.com/community-members-gather-to-honor-george-floyd-protest-police-brutality/,
Olympia,WA,,,,46.984767,-122.869079,https://www.theolympian.com/news/local/article243127931.html,
Orcas Island,WA,,,,48.59788,-122.94463,https://www.islandssounder.com/news/islanders-stand-with-george-floyd/,
Pasco,WA,,,,46.42066,-118.899447,https://www.tri-cityherald.com/news/local/article243143756.html,
Richland,WA,,,,46.28569,-119.28446,https://www.tri-cityherald.com/news/local/article243114866.html,
Seattle,WA,,,major,47.608013,-122.335167,https://www.seattletimes.com/,
Sequim,WA,,,,48.06773,-123.080362,https://www.myclallamcounty.com/2020/06/03/sequim-police-chief-says-protest-was-peaceful-dispels-rumors/,
Spokane,WA,,,,47.66264,-117.435997,https://www.spokesman.com/stories/2020/may/31/protesters-gather-in-downtown-spokane-to-demonstra/,
Tacoma,WA,,,,47.253671,-122.444335,https://www.thenewstribune.com/news/local/article243128071.html,
Vancouver,WA,,,,45.678996,-122.720499,https://www.columbian.com/news/2020/jun/01/peaceful-protests-continue-in-vancouver-for-2nd-day/,
Walla Walla,WA,,,,46.1341,-118.291407,https://www.union-bulletin.com/news/peaceful-downtown-rally-sunday/collection_04c6cc1f-5e7c-5037-a0ed-c09ddb8535f2.html,
Wenatchee,WA,,,,47.573816,-120.351884,https://www.wenatcheeworld.com/news/local/wenatchee-joins-national-protests-sparked-by-death-of-george-floyd/article_09aac0c2-a447-11ea-9130-7f5dd89dd751.html,
Yakima,WA,,,,46.722625,-120.406039,https://www.yakimaherald.com/news/local/dont-shoot-justice-now-yakima-marchers-protest-the-death-of-george-floyd/article_1622796e-730a-5399-a74f-8346cd2ac364.html,
Anacortes,WA,,,,48.499172,-122.607111,https://www.goskagit.com/gallery/anacortes-joins-national-protests-over-police-custody-death-in-minnesota/collection_f4ca47a9-0891-5119-a520-c81dda7b99cd.html,small
Burlington,WA,,,,48.47566,-122.32544,https://www.goskagit.com/news/protesters-line-burlington-boulevard-in-black-lives-matter-protest/article_a3131b7a-a6a8-11ea-a39c-0f8db06e55c6.html,
Appleton,WI,,,,44.275702,-88.370856,https://www.postcrescent.com/story/news/2020/05/30/george-floyd-killing-sparks-appleton-protest-more-than-1-000-people/5285024002/,
Brookfield,WI,,,,43.062707,-88.105906,https://www.jsonline.com/story/communities/west/news/brookfield/2020/06/02/george-floyd-protest-kneel-nine-event-draws-crowd-brookfield/3129222001/,
Eau Claire,WI,,,,44.75653,-91.473097,https://www.weau.com/content/news/George-Floyd-protest-start-in-Eau-Claire-570906131.html,
Green Bay,WI,,,,44.480778,-88.016063,https://www.greenbaypressgazette.com/story/news/2020/06/01/green-bay-george-floyd-protest-windows-broken-shots-reported/5306712002/,
Madison,WI,,,,43.06956,-89.423861,https://www.jsonline.com/story/news/2020/06/01/live-protest-coverage-milwaukee-and-madison/5306204002/,
Marinette,WI,,,,45.086805,-87.716311,https://www.wbay.com/content/news/Protests-held-in-smaller-communities-570990931.html,
Milwaukee,WI,,,major,43.011264,-87.958409,https://www.jsonline.com/story/news/2020/06/01/live-protest-coverage-milwaukee-and-madison/5306204002/,
Sheboygan,WI,,,,43.71011,-87.735217,https://www.sheboyganpress.com/story/news/2020/06/02/sheboygan-george-floyd-protests-more-than-100-gather-largest-yet/3129868001/,
Shorewood,WI,,,,43.089179,-87.887585,https://www.jsonline.com/story/news/2020/06/01/live-protest-coverage-milwaukee-and-madison/5306204002/,
Sun Prairie,WI,,,,43.195712,-89.209418,https://www.hngnews.com/sun_prairie_star/news/article_50670773-9051-5903-9a4e-68c348bc2f86.html,
Waukesha,WI,,,minor,43.022155,-88.204676,https://www.jsonline.com/story/communities/waukesha/2020/06/01/george-floyd-protests-spread-into-waukesha-drawing-hundreds-people/5309680002/,
Sturgeon Bay,WI,,,,44.78333,-87.31667,https://www.greenbaypressgazette.com/story/news/local/door-co/2020/06/06/door-county-protests-demand-justice-black-americans-killed-police/3155820001/,unclear
Sister Bay,WI,,,,45.178293,-87.101748,https://www.greenbaypressgazette.com/story/news/local/door-co/2020/06/06/door-county-protests-demand-justice-black-americans-killed-police/3155820001/,unclear
Beckley,WV,,,,37.822695,-81.265887,https://www.register-herald.com/news/protesters-gather-in-beckley-over-death-of-george-floyd/article_dccc4e6c-a38e-11ea-a945-b7302e32635a.html,small
Charleston,WV,,,,38.350719,-81.630359,http://wvmetronews.com/2020/05/31/peaceful-protests-over-death-of-george-floyd-social-injustice-crowd-charleston-streets/,
Fairmont,WV,,,,39.494115,-80.221282,https://www.wdtv.com/content/news/Hundreds-show-up-for-protest-against-death-of-George-Floyd-570897101.html,
Huntington,WV,,,minor,38.371727,-82.412866,https://www.wowktv.com/news/local/protest-against-police-violence-now-happening-in-huntington/,
Morgantown,WV,,,,39.609911,-79.983141,https://www.thedaonline.com/news/university/students-protest-in-morgantown-amid-nationwide-chaos/article_f4fc722e-a2d9-11ea-bffa-5b2b635f90d7.html,small
Parkersburg,WV,,,,39.286315,-81.55477,https://www.wtap.com/content/news/Police-say-George-Floyd-protest-in-Parkersburg-was-peaceful-no-arrests-made-570911241.html,unclear
Wheeling,WV,,,,40.102703,-80.647599,https://wtov9.com/news/local/wheeling-george-floyd-protest,
Cheyenne,WY,5/29/20,,,41.092356,-104.936269,https://www.wyomingnews.com/news/local_news/inexcusable-candlelight-vigil-remembers-george-floyds-death/article_186eecd7-bfe9-59d9-bb44-48c92e49bf9a.html,
Dubois,WY,,,,43.549861,-109.704749,https://county10.com/small-demonstration-held-in-dubois-this-week/,tiny
Jackson,WY,5/31/20,,minor,43.452793,-110.739266,https://www.jhnewsandguide.com/jackson_hole_daily/local/town-square-gathering-mirrors-national-protests-of-george-floyd-killing/article_3b25685c-bb48-575c-bea0-75873a307ebe.html#1,
Laramie,WY,,,,41.3067267,-105.6476758,https://laramielive.com/peaceful-demonstration-this-week-in-honor-of-george-floyd/,
Riverton,WY,,,,43.02496,-108.3801,https://www.wyomingpublicmedia.org/post/we-have-stand-george-floyd-riverton-vigil-draws-more-100-demonstrators#stream/0,
Sheridan,WY,,,,44.780378,-106.837563,https://thesheridanpress.com/126214/black-lives-matter-peaceful-march-down-main-street/?fbclid=IwAR3q1xxAwIXMeb20bPWNWbCn6yuyR_i0y4YrUdaA5AqCA3Fu-SYRV108CZI,
Gillette,WY,,,,44.377283,-105.550237,https://county17.com/2020/06/05/peaceful-protest-in-gillette-draws-hundreds-handful-of-arrests/?fbclid=IwAR3ADd__eKA9LxRR0jpXI1DdVA6E1UpTMt_33UCG0WStolVSfyRrYUF7ZYc,
Casper,WY,,,,42.859875,-106.312561,https://trib.com/news/local/casper/hundreds-march-through-downtown-casper-in-silence-to-protest-killing-of-george-floyd/article_d5b4557e-2810-51de-b706-584594388f53.html,
Lander,WY,,,,42.920832,-108.591264,https://wrrnetwork.com/2020/06/06/george-floyd-memorial-tonight-in-lander/,
