City,State,Date_started,Date_ended,Size,Lat,Long,Local_coverage_link,Notes
Bar Harbor,ME,,,,44.38132,-68.21107,https://www.mdislander.com/maine-news/community-honors-george-floyd-rally-comments-graffiti-strike-a-nerve,
Bath,ME,,,,43.867892,-69.826495,https://www.pressherald.com/2020/06/02/black-lives-matter-protesters-march-in-bath/,small
Belfast,ME,,,,44.404619,-69.040297,https://bangordailynews.com/2020/06/01/news/midcoast/tensions-flicker-when-protestors-block-belfast-intersection-at-anti-racism-rally/,
Kennebunk,ME,,,,43.38409,-70.54419,https://www.fosters.com/news/20200604/maine-communities-join-nationwide-calls-to-stand-against-racism,
Portland,ME,,,,43.658784,-70.262393,https://www.pressherald.com/2020/06/01/portland-police-chief-offers-to-meet-protesters/,
Rockland,ME,,,,44.10369,-69.10893,https://www.penbaypilot.com/article/center-rockland-crescendo-voices-lift-name-george-floyd-sky-high/134660,
Waterville,ME,,,,44.554321,-69.617809,https://www.centralmaine.com/2020/06/01/hundreds-line-waterville-streets-to-protest-racism-in-aftermath-of-minneapolis-mans-death/,
Ellsworth,ME,,,,44.477935,-68.356311,https://www.wabi.tv/content/news/Hundreds-protest-in-Ellsworth-in-response-to-death-of-George-Floyd-570974781.html,
Bangor,ME,,,,44.848517,-68.850405,https://bangordailynews.com/2020/06/05/mainefocus/see-where-all-the-protests-are-happening-across-maine/,
Orono,ME,,,,44.901059,-68.668317,https://bangordailynews.com/2020/06/05/mainefocus/see-where-all-the-protests-are-happening-across-maine/,unclear
Skowhegan,ME,,,,44.769303,-69.593975,https://bangordailynews.com/2020/06/05/mainefocus/see-where-all-the-protests-are-happening-across-maine/,tiny
Camden,ME,,,,44.21325,-69.06751,https://knox.villagesoup.com/p/many-join-george-floyd-protest-on-camden-village-green/1860940,small
Alpena,MI,,,,45.033143,-83.495091,https://www.thealpenanews.com/news/local-news/2020/06/peaceful-protesters-march-for-justice-racial-equality/,
Ann Arbor,MI,,,,42.266638,-83.849042,https://www.michiganradio.org/post/peaceful-protests-continue-ann-arbor-increased-security,
Bay City,MI,,,,43.608773,-83.953007,https://www.mlive.com/news/saginaw-bay-city/2020/05/minneapolis-demonstrations-spark-black-lives-matter-protest-in-downtown-bay-city-flint-mayor-statement.html,
Carleton,MI,,,,42.0413,-83.428904,https://www.monroenews.com/news/20200604/carleton-area-residents-rally-for-black-lives-matter,tiny
Detroit,MI,,,,42.347021,-83.060184,https://www.freep.com/story/news/local/michigan/2020/06/01/detroit-protests-against-police-brutality-continue-4th-day/5310594002/,
East Lansing,MI,,,,42.763888,-84.458771,https://www.lansingstatejournal.com/story/news/2020/06/02/protest-against-excessive-force-planned-east-lansing/3122559001/,
Flint,MI,,,,42.965926,-83.780835,https://www.abc12.com/content/news/Flint-protests-remain-peaceful-on-day-two-law-enforcement-again-joins-protestors-570914041.html,
Gaylord,MI,,,,45.028411,-84.612207,https://upnorthlive.com/news/local/protesters-march-through-gaylord-in-response-to-death-of-george-floyd,small
Grand Rapids,MI,,,,42.984226,-85.629101,https://www.mlive.com/news/2020/06/grand-rapids-protesters-scatter-after-police-backed-by-michigan-national-guard-move-in.html,
Holland,MI,,,,42.787524,-86.10893,https://www.hollandsentinel.com/news/20200601/holland-residents-march-in-peaceful-protest-sunday,
Houghton,MI,,,,47.105336,-88.548157,https://www.mininggazette.com/news/2020/06/marching-with-cause-demonstration-march-gathers-unprecedented-numbers/,
Howell,MI,,,,42.575483,-83.923411,https://www.livingstondaily.com/story/news/local/2020/06/04/people-gather-howell-some-protest-others-protect-memorial/3143720001/,
Iron Mountain,MI,,,,45.82023,-88.06596,https://www.uppermichiganssource.com/content/news/Iron-Mountain-holds-protest-570996131.html,small
Kalamazoo,MI,,,,42.264543,-85.561545,https://www.fox17online.com/news/local-news/kzoo-bc/kalamazoo/protests-escalate-in-downtown-kalamazoo,
Lambertville,MI,,,,41.759998,-83.618485,https://www.monroenews.com/news/20200604/lambertville-protest-draws-hundreds,
Lansing,MI,,,,42.599184,-84.371973,https://www.lansingstatejournal.com/story/news/local/2020/06/01/15-arrested-lansing-protest-several-dozen-businesses-damaged/5306665002/,
Marquette,MI,,,,46.54354,-87.39542,https://www.miningjournal.net/news/front-page-news/2020/06/protests-continue-in-marquette/,
Menominee,MI,,,,45.228959,-87.56772,https://www.wbay.com/content/news/Protests-held-in-smaller-communities-570990931.html,
Monroe,MI,,,,41.907196,-83.472457,https://www.monroenews.com/news/20200604/second-monroe-black-lives-matter-protest-pulls-big-crowd,
Petoskey,MI,,,,45.355915,-84.913255,https://www.petoskeynews.com/featured-pnr/third-night-of-protests-draws-larger-crowd-downtown/article_5be6d5f5-dd15-5592-9dff-d63a33817ecd.html,
Plymouth,MI,,,,42.366737,-83.489679,https://www.hometownlife.com/story/news/local/2020/06/03/hundreds-participate-plymouth-black-lives-matter-protest/3139411001/,
Saginaw,MI,,,,43.41242,-83.886873,https://nbc25news.com/news/local/george-floyd-protest-draws-crowd-in-saginaw,small
Sault Ste. Marie,MI,,,,46.4977,-84.3476,https://www.sooeveningnews.com/news/20200602/sault-residents-joining-nationwide-protests,
Traverse City,MI,,,,44.693963,-85.676342,https://upnorthlive.com/news/local/protesters-gather-in-traverse-city-to-speak-out-against-police-brutality,small
Troy,MI,,,,42.606088,-83.297593,https://www.freep.com/story/news/local/michigan/oakland/2020/06/01/troy-rallies-somerset-brutality-racial-injustice/5313607002/,
Marshall,MI,,,,42.265016,-84.948946,https://wwmt.com/news/local/protesters-of-police-brutality-peacefully-gather-in-marshall,
Duluth,MN,,,,47.005566,-92.001934,https://www.duluthnewstribune.com/news/6515532-Duluth-police-arrest-11-curfew-back-Sunday-night,
Hibbing,MN,,,,47.413263,-92.87621,https://www.virginiamn.com/news/peaceful-protests-on-the-iron-range/article_f7651928-a390-11ea-b984-031164a3e964.html,small
Mankato,MN,,,,44.128325,-93.978863,https://www.keyc.com/2020/05/29/justice-george-floyd-protest-held-mankato/,
Minneapolis,MN,,,major,44.982189,-93.265572,https://www.startribune.com/,
Owatonna,MN,,,,44.047613,-93.223724,https://www.southernminn.com/owatonna_peoples_press/news/article_473532c8-cac4-547c-85b0-ecbefef8a6bd.html,
Red Wing,MN,,,,44.521909,-92.537774,https://www.rivertowns.net/news/6514417-WATCH-Protesters-gather-at-Central-Park-in-Red-Wing,
Rochester,MN,,,,44.075285,-92.516916,https://www.postbulletin.com/news/6514234-ROUNDUP-Rochester-curfew-latest-from-Twin-Cities-Rochester-rally-more,
St. Cloud,MN,,,,45.519196,-94.330619,https://www.sctimes.com/story/news/local/2020/05/29/peaceful-demonstrations-follow-memorial-george-floyd-st-cloud/5288657002/,
St. Paul,MN,,,,44.951483,-93.090649,https://www.fox9.com/news/st-paul-police-officers-seen-kneeling-in-solidarity-with-protesters-at-governors-mansion,
St. Peter,MN,,,,44.337793,-94.070153,https://www.mankatofreepress.com/news/hundreds-protest-in-st-peter-over-the-death-of-george-floyd/article_636411dc-a153-11ea-89b1-df137400cd26.html,
Marshall,MN,,,,44.460429,-95.785872,https://www.marshallindependent.com/news/local-news/2020/06/8-minutes-46-seconds-of-silence,tiny
Brainerd,MN,,,,46.350195,-94.099983,https://www.brainerddispatch.com/news/6511578-Over-60-gather-at-6th-and-Washington-in-Brainerd-to-protest-racial-injustice,
Branson,MO,,,,36.660981,-93.235798,https://bransontrilakesnews.com/news_free/article_bc7bffba-a4fe-11ea-9a77-13280f451f47.html,tiny
Cape Girardeau,MO,,,,37.335289,-89.574605,https://www.kfvs12.com/2020/05/31/protest-cape-girardeau/,
Columbia,MO,,,,38.894165,-92.274145,https://www.columbiatribune.com/news/20200531/columbia-residents-march-in-protest-of-floyd-death,
Jefferson City,MO,,,,38.5712792,-92.2324445,https://www.newstribune.com/news/local/story/2020/jun/02/more-1000-protest-racism-capital-city/829369/,
Joplin,MO,,,,37.113343,-94.502663,https://www.koamnewsnow.com/protests-continue-in-joplin-for-third-day-residents-push-for-racial-equality/,
Kansas City,MO,,,,39.102404,-94.598583,https://www.kcur.org/news/2020-06-01/protest-policing-tactics-questioned-in-kansas-city-but-officials-defend-use-of-tear-gas,
Monnett,MO,,,,36.92895,-93.92771,https://www.monett-times.com/story/2814702.html,tiny
O’Fallon,MO,,,,38.7930274,-90.8048635,https://www.kbia.org/post/thursday-o-fallon-teens-protest-draws-huge-response,
Springfield,MO,,,,37.25807,-93.343673,https://www.news-leader.com/story/news/local/ozarks/2020/06/01/george-floyd-protests-continue-springfield-missouri/5313333002/,
St. Louis,MO,,,,38.627,-90.1994,https://www.stltoday.com/news/local/mayhem-4-police-officers-shot-during-long-night-of-violence-and-destruction-in-st-louis/article_87ac7e92-e6bf-59d9-8488-10c7fe462063.html,
Maryville,MO,,,,40.277742,-94.860299,http://www.maryvilleforum.com/news/hundreds-attend-peaceful-protest-in-downtown-maryville/article_94dc530e-a83e-11ea-a1d9-cbda5ad04fe7.html#utm_campaign=blox&utm_source=facebook&utm_medium=social,
Biloxi,MS,,,,30.409826,-88.880304,https://www.wlox.com/2020/05/31/peaceful-protestors-chant-along-highway-biloxi-response-recent-violence/,
Columbia,MS,,,,31.218188,-89.801872,https://www.columbianprogress.com/news/columbians-voice-concerns-about-floyd%E2%80%99s-death,tiny
Hattiesburg,MS,,,,31.245138,-89.28071,https://www.clarionledger.com/story/news/local/2020/05/31/mississippi-mayor-george-floyd-comments-protest-continues-sunday/5299616002/,
Jackson,MS,,,major,32.289656,-90.184201,https://www.wlns.com/news/hundreds-take-to-the-streets-for-a-peaceful-protest-in-jackson/,
Oxford,MS,,,,34.330814,-89.483519,https://www.clarionledger.com/story/sports/college/ole-miss/2020/05/31/ole-miss-oxford-reacted-george-floyd-death-nationwide-protests/5299668002/,
Petal,MS,,,,31.331528,-89.215061,https://www.clarionledger.com/story/news/local/2020/05/31/mississippi-mayor-george-floyd-comments-protest-continues-sunday/5299616002/,
Tupelo,MS,,,,34.221257,-88.775002,https://www.djournal.com/news/rally-held-in-tupelo-to-protest-death-of-george-floyd/article_3084d623-72c5-5308-a128-f6be9e313c45.html,
Billings,MT,,,,45.686966,-108.387392,https://billingsgazette.com/news/local/black-lives-matter-rally-held-in-downtown-billings-attracts-crowd/article_83098a4b-36cf-53d8-8892-803002d63678.html,
Bozeman,MT,,,,45.82641,-110.898799,https://www.bozemandailychronicle.com/news/bozeman-turns-out-for-peaceful-march-and-rally/article_03f4fda8-9537-5da0-85d5-0edc8e0356c7.html,
Great Falls,MT,,,,47.511219,-111.2755,https://www.greatfallstribune.com/story/news/2020/06/05/great-falls-plans-black-lives-matter-protest-civic-center/3156038001/,
Havre,MT,,,,48.55417,-109.67853,https://www.havredailynews.com/story/2020/06/01/local/crowd-gathers-to-walk-for-justice/529125.html,
Helena,MT,,,major,46.527398,-112.21037,https://helenair.com/news/local/about-150-gather-at-montana-capitol-to-protest-george-floyds-death/article_dcb790c5-93b2-5737-a7cd-12a804c3cd04.html,
Missoula,MT,,,,46.856398,-114.014338,https://missoulian.com/news/local/we-have-a-lot-of-support-missoulians-return-to-protest/article_a662aa83-b21f-5fb4-9e13-61c06fceb67d.html,
Ashboro,NC,,,,35.727975,-79.786966,https://www.courier-tribune.com/news/20200602/protesters-mix-it-up-at-monument,tiny
Asheville,NC,,,,35.602711,-82.567281,https://www.citizen-times.com/story/news/local/2020/06/01/asheville-protest-crowd-gathers-downtown-june-1-2nd-night/5314277002/,
Beaufort,NC,,,,34.753777,-76.610744,https://www.carolinacoastonline.com/news_times/article_15a4e094-a535-11ea-b42d-6f1553bc06a0.html,
Boone,NC,,,,36.222156,-81.699784,https://www.wataugademocrat.com/mountaintimes/entertainment/community_events/hundreds-join-black-lives-matter-protest-in-boone/article_b66ead9b-6309-5490-b1be-f90362d29ca0.html,
Brevard,NC,,,,35.174351,-82.753971,https://www.transylvaniatimes.com/story/2020/06/01/news/protest/45153.html,small
Chapel Hill,NC,,,,36.004647,-79.054475,https://www.wral.com/durham-protest-briefly-turns-chaotic-after-incident-during-die-in-late-wednesday/19127564/,
Charlotte,NC,,,,35.26002,-80.804151,https://www.charlotteobserver.com/news/local/crime/article243192221.html,
Durham,NC,,,,35.994,-78.8986,https://www.heraldsun.com/news/local/counties/durham-county/article243173196.html,
Fayetteville,NC,,,,35.0748,-78.884257,https://www.fayobserver.com/news/20200601/latest-curfew-begins-in-fayetteville,
Goldsboro,NC,,,,35.368277,-78.092871,https://www.goldsborodailynews.com/2020/06/01/protesters-march-in-downtown-goldsboro-photo-gallery/,
Greensboro,NC,,,,36.069144,-79.765156,https://www.greensboro.com/news/crime/watch-now-drumbeat-of-protesters-more-peaceful-in-downtown-greensboro-on-monday-as-police-enforce/article_f8ab5cbe-60d9-5631-a96e-02b763787fb2.html,
Greenville,NC,,,,35.580444,-77.392609,https://www.witn.com/content/news/Protesters-gather-in-Greenville-Wednesday-night-571003181.html,small
Hendersonville,NC,,,,35.260468,-82.553068,https://www.hendersonvillelightning.com/four-seasons-politics/9253-demonstrators-stage-peaceful-protest-over-george-floyd-death.html,tiny
High Point,NC,,,,35.954467,-79.987882,https://myfox8.com/news/high-point-city-leaders-respond-to-protests/,
Jacksonville,NC,,,,34.754586,-77.507427,https://www.jdnews.com/news/20200531/jacksonville-protesters-denounce-george-floyd-death-racism,
Kinston,NC,,,,35.53971,-79.130864,https://www.kinston.com/news/20200601/kinston-protest-ends-in-peace-prayer-and-song,
Lumberton,NC,,,,34.608106,-78.934474,https://www.robesonian.com/news/135034/protesters-angry-over-the-death-of-a-black-man-in-minneapolis-march-peacefully-in-lumberton,small
Morehead City,NC,,,,34.727798,-76.770987,https://www.carolinacoastonline.com/news_times/article_093f78ee-a3b6-11ea-a2b4-3328a8dc1d79.html,unclear - twitter showed larger group https://twitter.com/annehelen/status/1268745963205623808?s=20
Morganton,NC,,,,35.772992,-81.676229,https://www.morganton.com/news/local/watch-now-morganton-residents-hold-peaceful-protest-against-police-brutality/article_7f029999-6801-5c64-b599-68e59f13f549.html,tiny
New Bern,NC,,,,35.125849,-76.977181,https://www.newbernsj.com/news/20200530/protest-draws-crowd-near-new-bern-walmart,small
Newton,NC,,,,35.631914,-81.17193,https://www.wbtv.com/2020/06/02/police-chief-greets-community-george-floyd-protest-goes-newton-nc/,
North Wilkesboro,NC,,,,36.238438,-81.045963,https://www.journalpatriot.com/news/200-march-in-north-wilkesboro-to-protest-death-of-floyd-others/article_204a132e-a3c9-11ea-aa2e-2b0f4300937b.html,
Raleigh,NC,,,,35.7796,-78.6382,https://www.wral.com/some-police-and-protesters-circle-together-during-peaceful-rallies/19124792/,
Roanoke Rapids,NC,,,,36.46154,-77.65415,https://www.wral.com/some-police-and-protesters-circle-together-during-peaceful-rallies/19124792/,small
Salisbury,NC,,,,35.671,-80.4742,https://www.salisburypost.com/2020/06/02/downtown-protests-continue-for-third-night/,
Shelby,NC,,,,35.284851,-81.5823454,https://www.shelbystar.com/news/20200601/peaceful-protesters-take-to-uptown-shelby,
Waxhaw,NC,,,,34.925105,-80.72775,https://www.charlotteobserver.com/living/liv-columns-blogs/theoden-janes/article243266066.html,
Weaverville,NC,,,,35.702704,-82.588915,https://wlos.com/news/local/protesters-in-mountains-towns-join-the-call-for-peace-unity-justice,small
Wilmington,NC,,,,34.271985,-77.963628,https://www.starnewsonline.com/news/20200601/nine-arrested-during-sunday-night-protest-in-downtown-wilmington,
Winston-Salem,NC,,,,36.027482,-80.20728,https://www.journalnow.com/news/local/protest-against-racial-injustice-could-draw-1-000-people-to-trade-street-at-5-p/article_a4fa3f59-ddb3-5ae7-92e8-8fb853e9ab40.html,
Bismarck,ND,,,,46.816035,-100.700296,https://www.grandforksherald.com/news/government-and-politics/6514764-Bismarck-protesters-march-through-the-street-avoid-clashes-with-police,
Dickinson,ND,,,,46.805716,-102.756514,https://www.kfyrtv.com/content/news/Dickinson-protest-stays-peaceful-with-help-of-biker-gang-570985441.html,
Fargo,ND,,,,46.927094,-96.834703,https://www.inforum.com/news/6514050-As-protests-in-Fargo-turn-violent-mayor-blames-outside-influencers,
Grand Forks,ND,,,,47.866638,-97.141144,https://www.grandforksherald.com/community/events/6522414-%E2%80%98What%E2%80%99s-his-name%E2%80%99-George-Floyd-demonstration-echoes-through-Grand-Forks,
Minot,ND,,,,48.084625,-101.419006,https://www.minotdailynews.com/news/local-news/2020/06/protesters-gather-in-minots-oak-park/,
Bellevue,NE,,,,41.132948,-95.903956,https://www.wowt.com/content/news/Bellevue-Police-stand-with-protesters-for-equality-justice-570911051.html,
Chadron,NE,,,,42.774479,-103.138479,https://www.ksnblocal4.com/video/?vid=571007472,
Columbus,NE,,,,41.542962,-97.376314,https://columbustelegram.com/news/something-good-protesters-law-enforcement-come-together-in-peace-after-columbus-rally/article_7c247166-719e-53b2-81ca-2c8726ae8474.html,tiny
Grand Island,NE,,,,40.87227,-98.368698,https://www.theindependent.com/news/local/close-to-300-march-gather-in-park-in-grand-island/article_9ee49b70-a3bd-11ea-964f-7f7b685f2acb.html,
Hastings,NE,,,,40.582425,-98.389035,https://www.ksnblocal4.com/content/news/People-participate-in-Black-Lives-Matter-protest-outside-Hastings-Police-Department-570909451.html,tiny
Kearney,NE,,,,40.75141,-99.129054,https://www.kearneyhub.com/news/local/kearney-protesters-call-for-end-to-racism-end-to-police-violence-and-justice-for-george/article_da0a406c-a2e9-11ea-8a53-17ee21e49aa3.html#anchor_item_26,tiny
Lincoln,NE,5/29/20,,,40.865142,-96.823133,https://journalstar.com/news/local/photos-videos-violent-and-peaceful-protests-in-lincoln-over-george-floyds-death/collection_1f4db927-8f6a-50ae-bd28-5d4fd2501ed8.html#tracking-source=home-top-story-1,
Norfolk,NE,,,,42.019977,-97.442989,https://norfolkdailynews.com/news/protesters-gather-again-in-norfolk/article_75283360-a5f6-11ea-83d0-cf9a82adc2f9.html,
North Platte,NE,,,,41.102555,-100.74907,https://journalstar.com/watch-now-demonstrators-call-for-change-at-black-lives-matter-protest-in-north-platte/article_62ff912f-48a6-5935-8d57-b6bcd0304897.html,tiny
Omaha,NE,,,,41.291736,-96.171104,https://www.omaha.com/news/local/fourth-day-of-omaha-protests-brings-more-clashes-after-curfew-but-also-signs-of-unity/article_cc3bf57a-341b-53cb-b975-b525f4b61813.html,
Scottsbluff,NE,,,,41.922838,-103.622904,https://www.starherald.com/news/local_news/watch-now-peaceful-demonstration-draws-dozens-in-scottsbluff/article_832b0bfa-790f-5d43-b811-457652019f99.html,small
Sidney,NE,,,,41.220549,-102.995925,https://panhandle.newschannelnebraska.com/story/42203749/photos-peaceful-protests-in-downtown-sidney,small
Conway,NH,,,,43.98132,-71.12722,https://www.unionleader.com/news/safety/about-200-gather-at-conway-black-lives-matter-protest/article_b0bf72a6-4fd3-56c6-99ab-ded4a84b009a.html,
Dover,NH,,,,43.190666,-70.887661,https://www.wmur.com/article/vigil-planned-in-dover-over-killing-of-man-in-police-custody/32731715#,
Hampton,NH,,,,42.939601,-70.836728,https://www.unionleader.com/news/safety/its-everyone-versus-racism-hampton-demonstrators-say/article_a2887237-d0ed-5f0b-a62d-672dbe441508.html,
Manchester,NH,,,,42.988483,-71.462111,https://www.unionleader.com/news/crime/father-son-arrested-after-gun-drawn-in-clash-at-manchester-protest/article_4bc9f1eb-4099-5139-9a4f-ed66c7a315b7.html,
Meriden,NH,,,,43.54396,-72.25259,https://www.eagletimes.com/community/its-a-step-meriden-vigil-attendees-gather-to-call-for-racial-justice/article_6c025f97-87ea-588f-b0e1-bee27f9c4172.html,
Portsmouth,NH,,,,43.005895,-71.013202,https://www.seacoastonline.com/news/20200604/rsquowe-are-majorityrsquo-black-lives-matter-protest-in-portsmouth,
Asbury Park,NJ,,,,40.250725,-74.048582,https://www.app.com/story/news/local/communitychange/2020/06/03/george-floyd-asbury-park-rally-peaceful-end-night-not/3123071001/,
Atlantic City,NJ,,,,39.377297,-74.451082,https://www.app.com/story/news/local/how-we-live/race/2020/06/01/george-floyd-black-lives-matter-nj-protests-trenton-newark-atlantic-city/5307346002/,
Bloomfield,NJ,,,,40.808549,-74.187005,https://www.tapinto.net/towns/montclair/sections/law-and-justice/articles/peaceful-silent-march-and-protest-held-in-bloomfield-3,
Caldwell,NJ,,,,40.8398,-74.2765,https://www.northjersey.com/videos/news/2020/06/03/video-protest-march-caldwell-over-george-floyd-killing/3131610001/,
Camden,NJ,,,,39.80237,-74.938259,https://www.app.com/story/news/2020/05/30/camden-police-administration-building-protest-george-floyd/5293075002/,
Clifton,NJ,,,,40.877949,-74.141237,https://www.northjersey.com/story/news/passaic/clifton/2020/06/02/george-floyd-clifton-nj-protest-march-travels-passaic-city-hall/3123366001/,
Cranford,NJ,,,,40.654802,-74.304792,https://www.nj.com/news/2020/06/nj-has-had-dozens-of-george-floyd-protests-so-far-heres-whats-happened-at-them.html,
Englewood,NJ,,,,40.889498,-73.971782,https://www.app.com/story/news/local/2020/05/30/nj-protests-thousands-rally-newark-englewood-george-floyd/5287303002/,
Franklin,NJ,,,,41.115723,-74.593439,https://www.app.com/story/news/local/2020/05/31/peaceful-march-franklin-protests-racial-injustices/5301001002/,
Freehold,NJ,,,,40.236423,-74.306284,https://www.app.com/story/news/local/western-monmouth-county/freehold-township/2020/05/30/freehold-township-protest-against-death-george-floyd-described-peaceful/5295654002/,tiny
Haddonfield,NJ,,,,39.876313,-75.033414,https://www.app.com/story/news/local/south-jersey/2020/06/01/peaceful-protesters-march-haddonfield-protest-racist-violence/5301908002/,
Jersey City,NJ,,,,40.73276,-74.075485,https://www.northjersey.com/story/news/hudson/2020/06/01/jersey-city-protest-hundreds-march-peaceful-george-floyd-rally/5308690002/,
Keansburg,NJ,,,minor,40.438145,-74.127883,https://www.app.com/story/news/local/monmouth-county-bayshore/keansburg/2020/06/02/keansburg-stands-with-george-floyd/3125864001/,
Livingston,NJ,,,,40.787006,-74.325993,https://www.northjersey.com/story/news/essex/2020/06/01/george-floyd-protests-essex-county-nj-newark-livingston/5312797002/,tiny
Long Branch,NJ,,,,40.30428,-73.99236,https://www.app.com/story/news/local/communitychange/2020/05/31/george-floyd-long-branch-protest-killing-black-man-police/5301565002/,
Millville,NJ,,,,39.370401,-75.04282,https://snjtoday.com/2020/06/01/whats-good-millville-stands-for-george-floyd/,
Morristown,NJ,,,,40.77165,-74.506256,https://www.app.com/story/news/2020/05/31/morristown-nj-black-lives-matter-funeral-procession-george-floyd/5299439002/,
New Brunswick,NJ,,,,40.486754,-74.444395,https://www.nj.com/news/2020/06/george-floyd-protests-peaceful-protest-in-nj-trump-lashes-out-at-governors-violence-in-philly-nyc-what-you-need-to-know-june-1-2020.html,
Newark,NJ,,,,40.736101,-74.22509,https://www.northjersey.com/story/news/local/2020/05/30/nj-protests-thousands-rally-newark-englewood-george-floyd/5287303002/,
North Brunswick,NJ,,,,40.437705,-74.488547,https://www.mycentraljersey.com/story/news/local/middlesex-county/2020/06/02/peaceful-protesters-march-south-brunswick-nj-black-lives-matter/3125442001/,
Ocean City,NJ,,,,39.24853,-74.604409,https://www.pressofatlanticcity.com/news/local/somers-point-ocean-city-protest-march-peaceful-moving/article_c6fbff57-6c3e-5195-ad8b-c4bef913c240.html,
Parsippany,NJ,,,,40.8635106,-74.4722364,https://www.dailyrecord.com/story/news/2020/06/02/parsippany-activists-want-peaceful-protest-george-floyd/3125095001/,
Paterson,NJ,,,,40.911999,-74.170965,https://www.app.com/story/news/local/2020/05/30/nj-protests-thousands-rally-newark-englewood-george-floyd/5287303002/,
Princeton,NJ,,,,40.343625,-74.693953,https://planetprinceton.com/2020/06/02/photos-thousands-pack-the-streets-of-princeton-to-protest-racism-and-police-brutality/,
Rio Grande,NJ,,,,39.017283,-74.883671,https://www.capemaycountyherald.com/news/article_8141e41c-a4ec-11ea-85fa-9fa0abaecd9e.html,
South Brunswick,NJ,,,,40.3807,-74.5317,https://www.mycentraljersey.com/story/news/local/middlesex-county/2020/06/02/peaceful-protesters-march-south-brunswick-nj-black-lives-matter/3125442001/,
Teaneck,NJ,,,,40.890317,-74.011478,https://www.northjersey.com/story/news/bergen/teaneck/2020/06/05/nj-protest-over-police-brutality-watch-teaneck-protest-live/3154478001/,
Toms River,NJ,,,minor,39.979031,-74.160429,https://www.app.com/story/news/local/toms-river-area/toms-river/2020/06/02/police-march-protestors-george-floyd-rally-toms-river/3124146001/,
Trenton,NJ,,,,40.280531,-74.712018,https://www.northjersey.com/story/news/2020/06/01/trenton-lockdown-rioters-loot-stores-burn-police-cars/5306387002/,
Willingboro,NJ,,,,40.02789,-74.86905,https://www.burlingtoncountytimes.com/news/20200605/willingboro-call-to-action-rsquowe-can-start-with-our-own-communityrsquo,tiny
Moorestown,NJ,,,,39.96706,-74.94267,https://www.burlingtoncountytimes.com/news/20200602/hundreds-take-stand-against-racism-at-moorestown-protest,
Edgewater Park,NJ,,,,40.068167,-74.900722,https://www.burlingtoncountytimes.com/news/20200530/burlington-county-protesters-demand-justice-for-floyd,tiny
Alamogordo,NM,,,,32.870046,-105.948967,https://www.alamogordonews.com/story/news/local/community/2020/06/01/alamogordo-protests-anti-racism-demonstration-following-george-floyd-death/5307232002/,small
Albuquerque,NM,,,,35.199592,-106.644831,https://www.abqjournal.com/1461898/riot-breaks-out-following-peaceful-protest-ex-keller-calls-it-a-heinous-attack-on-struggling-businesses-blames-small-separate-group.html,
Farmington,NM,,,,36.740321,-108.178691,https://www.daily-times.com/story/news/local/2020/06/02/farmington-protests-gather-animas-valley-mall-death-of-george-floyd/5309397002/,
Gallup,NM,,,,35.534983,-108.737949,https://www.krqe.com/news/new-mexico/gallup-business-owners-board-up-stores-ahead-of-ultimately-peaceful-protests/,small
Las Cruces,NM,,,,32.290052,-106.753893,https://www.lcsun-news.com/story/news/2020/06/02/hundreds-gather-peaceful-vigil-las-cruces-honor-george-floyd/5314449002/,
Los Alamos,NM,,,,35.849514,-106.288482,https://losalamosreporter.com/2020/05/31/large-crowd-turns-out-for-peaceful-protest-sunday-in-los-alamos/,
Santa Fe,NM,,,major,35.697473,-105.982146,https://www.santafenewmexican.com/news/coronavirus/anti-closure-protest-draws-cars-helicopters-to-new-mexico-capitol/article_54fbad66-8340-11ea-a43e-9b067701b923.html,
Las Vegas,NV,,,,36.17372,-115.10647,https://www.rgj.com/story/news/2020/06/02/las-vegas-officer-shot-nevada-protests-updates/5316237002/,
Reno,NV,,,,39.525749,-119.813051,https://www.rgj.com/story/news/2020/06/01/las-vegas-protest-george-floyd-black-lives-matter-protesters-trump-tower/5312668002/,
Albany,NY,,,,42.614852,-73.970812,https://www.timesunion.com/news/article/Nine-arrested-after-clashes-with-police-Tuesday-15310155.php,
Binghamton,NY,,,,42.165629,-75.890685,https://www.pressconnects.com/story/news/local/2020/05/31/two-marches-downtown-binghamton-protest-racial-injustice/5299892002/,
Bridgehampton,NY,,,,40.9314,-72.31023,https://www.easthamptonstar.com/villages/202062/protests-planned-here-wake-minneapolis-killing,
Buffalo,NY,,,,42.89606,-78.886424,https://www.wivb.com/news/local-news/protests-over-the-death-of-george-floyd-continue-for-a-third-day-in-buffalo/,
Canandaigua,NY,,,,42.813576,-77.289687,https://www.democratandchronicle.com/story/news/2020/06/04/canandaigua-ny-george-floyd-black-lives-matter-protest/3142572001/,
Elmira,NY,,,,42.082585,-76.71857,https://www.stargazette.com/story/news/local/2020/06/02/elmira-corning-naacp-hold-virtual-forum-following-protests/3125917001/,
Hudson,NY,,,,42.184313,-73.742997,https://www.hudsonvalley360.com/news/greenecounty/hundreds-rally-in-a-call-for-justice/article_fc8aedcd-f80b-541f-bedc-010df69a0010.html,
Ithaca,NY,,,,42.402794,-76.483999,https://www.ithacajournal.com/story/news/local/2020/06/02/george-floyd-protesters-tag-cornell-and-stewart-park-graffiti/3124231001/,
